"Invested In","NSE Code","BSE Code","Sector","Market Value Latest Price","Value as of <br> 30 Apr, 2025","% of Total Holding","Quantity","Month Change <br> in Shares","Month Change <br> in Shares %","History "
"Max Financial Services Ltd","MFSL","500271","Financial Services","7397955828.9","6497296000","1.31","4978771","","","/mutual-fund/holding-history/8582/845/"
"J.B. Chemicals & Pharmaceuticals Ltd","JBCHEPHARM","506943","Healthcare","6788523820","6476814000","1.3","4016878","110057","2.82","/mutual-fund/holding-history/8582/665/"
"Bharat Forge Ltd","BHARATFORG","500493","Consumer Cyclical","7247646570.4","6422319000","1.29","5816264","","","/mutual-fund/holding-history/8582/184/"
"Oil India Ltd","OIL","533106","Energy","6577409908.4","6256765000","1.26","15232538","","","/mutual-fund/holding-history/8582/965/"
"UNO Minda Ltd","UNOMINDA","532539","Consumer Cyclical","6993366036","6185428000","1.25","6917276","","","/mutual-fund/holding-history/8582/864/"
"Voltas Ltd","VOLTAS","500575","Consumer Cyclical","6018939360","5904771000","1.19","4776936","","","/mutual-fund/holding-history/8582/1500/"
"Vishal Mega Mart Ltd","VMM","544307","Consumer Cyclical","6087185070","5758161000","1.16","48600280","3213737","7.08","/mutual-fund/holding-history/8582/2839786/"
"MRF Ltd","MRF","500290","Consumer Cyclical","6131121900","5712965000","1.15","42474","","","/mutual-fund/holding-history/8582/883/"
"BSE Ltd","BSE","","Financial Services","2133904245","5632834000","1.13","885805","-14195","-1.58","/mutual-fund/holding-history/8582/52884/"
"Polycab India Ltd","POLYCAB","542652","Industrials","5880413241","5445375000","1.1","986481","","","/mutual-fund/holding-history/8582/139599/"
"Apar Industries Ltd","APARINDS","532259","Industrials","7145220660","5253894000","1.06","937693","","","/mutual-fund/holding-history/8582/88/"
"Kajaria Ceramics Ltd","KAJARIACER","500233","Industrials","6589639228.25","5191563000","1.05","6453155","","","/mutual-fund/holding-history/8582/709/"
"Nuvama Wealth Management Ltd","NUVAMA","543988","Financial Services","5887592087","5178515000","1.04","849703","27605","3.36","/mutual-fund/holding-history/8582/1715909/"
"Ratnamani Metals & Tubes Ltd","RATNAMANI","520111","Basic Materials","5533706600","5087220000","1.02","1895105","","","/mutual-fund/holding-history/8582/1114/"
"Ramco Cements Ltd","RAMCOCEM","500260","Basic Materials","5206596275.25","5054209000","1.02","5356305","-1558596","-22.54","/mutual-fund/holding-history/8582/1103/"
"Apollo Tyres Ltd","APOLLOTYRE","500877","Consumer Cyclical","5099330115","4861361000","0.98","10301677","","","/mutual-fund/holding-history/8582/94/"
"Eternal Ltd","ETERNAL","543320","Consumer Cyclical","4664527374","4824930000","0.97","20750600","4000000","23.88","/mutual-fund/holding-history/8582/589490/"
"Thermax Ltd","THERMAX","500411","Industrials","4863970305","4660491000","0.94","1416003","-154927","-9.86","/mutual-fund/holding-history/8582/1387/"
"APL Apollo Tubes Ltd","APLAPOLLO","533758","Basic Materials","5147938723.5","4523261000","0.91","2792481","","","/mutual-fund/holding-history/8582/91/"
"ZF Commercial Vehicle Control Systems India Ltd","ZFCVINDIA","533023","Consumer Cyclical","4673047635","4501289000","0.91","359327","","","/mutual-fund/holding-history/8582/1508/"
"Prudent Corporate Advisory Services Ltd","PRUDENT","543527","Financial Services","5036889713.1","4155298000","0.84","1875727","","","/mutual-fund/holding-history/8582/888523/"
"V-Guard Industries Ltd","VGUARD","532953","Industrials","4179228449.5","3930218000","0.79","10897597","","","/mutual-fund/holding-history/8582/1476/"
"REC Ltd","RECLTD","532955","Financial Services","3318796268.2","3437018000","0.69","8181428","1000000","13.92","/mutual-fund/holding-history/8582/1119/"
"Balkrishna Industries Ltd","BALKRISIND","502355","Consumer Cyclical","3136484883.6","3385141000","0.68","1265426","","","/mutual-fund/holding-history/8582/153/"
"NTPC Green Energy Ltd","NTPCGREEN","544289","Utilities","3697079485.44","3281615000","0.66","32636648","-629058","-1.89","/mutual-fund/holding-history/8582/2789016/"
"Tech Mahindra Ltd","TECHM","532755","Technology","3461639389.2","3262380000","0.66","2170579","","","/mutual-fund/holding-history/8582/1374/"
"Supreme Industries Ltd","SUPREMEIND","509930","Industrials","3674563920","3107355000","0.63","878032","-1513931","-63.29","/mutual-fund/holding-history/8582/1324/"
"Techno Electric & Engineering Co Ltd","TECHNOE","542141","Industrials","3205465200","2705565000","0.54","2544020","","","/mutual-fund/holding-history/8582/118204/"
"Aster DM Healthcare Ltd Ordinary Shares","ASTERDM","540975","Healthcare","2354942741.2","2165595000","0.44","4288732","787858","22.5","/mutual-fund/holding-history/8582/77534/"
"Mahindra & Mahindra Financial Services Ltd","M&MFIN","532720","Financial Services","1974602606.9","2005988000","0.4","7654982","-7031484","-47.88","/mutual-fund/holding-history/8582/808/"
"Hexaware Technologies Ltd Ordinary Shares","HEXT","544362","Technology","2176868957.05","1868253000","0.38","2670841","","","/mutual-fund/holding-history/8582/2974675/"
"Torrent Pharmaceuticals Ltd","TORNTPHARM","500420","Healthcare","269749039.8","282496000","0.06","85038","-1581119","-94.9","/mutual-fund/holding-history/8582/1409/"
"Amber Enterprises India Ltd Ordinary Shares","AMBER","540902","Consumer Cyclical","270335440","257115000","0.05","41770","-721013","-94.52","/mutual-fund/holding-history/8582/73518/"
