"Invested In","NSE Code","BSE Code","Sector","Market Value Latest Price","Value as of <br> 31 May, 2025","% of Total Holding","Quantity","Month Change <br> in Shares","Month Change <br> in Shares %","History "
"PNC Infratech Ltd","PNCINFRA","539150","Industrials","994041829.35","958265000","0.15","3282291","","","/mutual-fund/holding-history/10901/1717/"
"Bank of Baroda","BANKBARODA","532134","Financial Services","914348059.54","948282000","0.15","3799967","3799967","New","/mutual-fund/holding-history/10901/162/"
"Rallis India Ltd","RALLIS","500355","Basic Materials","940929675.5","946281000","0.15","2956574","","","/mutual-fund/holding-history/10901/1101/"
"RHI Magnesita India Ltd","RHIM","534076","Industrials","1028993673.6","914705000","0.15","1984176","","","/mutual-fund/holding-history/10901/989/"
"JK Lakshmi Cement Ltd","JKLAKSHMI","500380","Basic Materials","872767334","900247000","0.14","1063054","","","/mutual-fund/holding-history/10901/685/"
"Dr Reddy's Laboratories Ltd","DRREDDY","500124","Healthcare","953585578.4","885897000","0.14","708038","-995000","-58.43","/mutual-fund/holding-history/10901/346/"
"Kirloskar Ferrous Industries Ltd","","500245","Industrials","880069134.5","885663000","0.14","1532554","","","/mutual-fund/holding-history/10901/2056/"
"Polyplex Corp Ltd","POLYPLEX","524051","Basic Materials","837150644.4","876010000","0.14","657517","","","/mutual-fund/holding-history/10901/1054/"
"SIS Ltd Ordinary Shares","SIS","540673","Industrials","909263262.75","872231000","0.14","2452497","","","/mutual-fund/holding-history/10901/57882/"
"Archean Chemical Industries Ltd","ACI","543657","Basic Materials","870512476.05","859731000","0.14","1373373","","","/mutual-fund/holding-history/10901/1121044/"
"Equitas Small Finance Bank Ltd Ordinary Shares","EQUITASBNK","543243","Financial Services","910909122.01","858287000","0.14","13492951","2000000","17.4","/mutual-fund/holding-history/10901/325199/"
"Venus Pipes & Tubes Ltd","VENUSPIPES","543528","Basic Materials","836400000","853920000","0.14","600000","","","/mutual-fund/holding-history/10901/877861/"
"Stanley Lifestyles Ltd","STANLEY","544202","Consumer Cyclical","872921750.4","849295000","0.13","2526912","","","/mutual-fund/holding-history/10901/2350518/"
"Premier Energies Ltd","PREMIERENE","544238","Technology","821410348.5","845708000","0.13","796635","-28089","-3.41","/mutual-fund/holding-history/10901/2571009/"
"Fineotex Chemical Ltd","FCL","533333","Basic Materials","930650725.28","845222000","0.13","3541828","-500000","-12.37","/mutual-fund/holding-history/10901/1562/"
"Seamec Ltd","SEAMECLTD","526807","Industrials","781274224.85","843528000","0.13","911479","","","/mutual-fund/holding-history/10901/1198/"
"Pokarna Ltd","POKARNA","532486","Industrials","815537944.5","799657000","0.13","738645","","","/mutual-fund/holding-history/10901/3854/"
"Sharda Motor Industries Ltd","SHARDAMOTR","535602","Consumer Cyclical","779704001","789283000","0.13","414670","","","/mutual-fund/holding-history/10901/1769/"
"Raymond Ltd","RAYMOND","500330","Consumer Cyclical","734275481.85","780032000","0.12","1238343","","","/mutual-fund/holding-history/10901/1115/"
"JK Tyre & Industries Ltd","JKTYRE","530007","Consumer Cyclical","762923323.8","773597000","0.12","2072598","","","/mutual-fund/holding-history/10901/687/"
"ICRA Ltd","ICRA","532835","Financial Services","726582759.5","729342000","0.12","108211","","","/mutual-fund/holding-history/10901/586/"
"Apeejay Surrendra Park Hotels Ltd","PARKHOTELS","544111","Consumer Cyclical","799932672.5","711842000","0.11","4715750","-38676","-0.81","/mutual-fund/holding-history/10901/1985406/"
"Subros Ltd","SUBROS","517168","Consumer Cyclical","956540102.4","704745000","0.11","968256","","","/mutual-fund/holding-history/10901/1302/"
"Landmark Cars Ltd","LANDMARK","543714","Consumer Cyclical","755548057","693177000","0.11","1510190","","","/mutual-fund/holding-history/10901/1241144/"
"Clean Science and Technology Ltd","CLEAN","543318","Basic Materials","641204448.8","677502000","0.11","437324","","","/mutual-fund/holding-history/10901/580869/"
"Bajel Projects Ltd","BAJEL","544042","Utilities","690148134.95","667863000","0.11","3152081","63074","2.04","/mutual-fund/holding-history/10901/1845603/"
"Aditya Birla Fashion and Retail Ltd","ABFRL","535755","Consumer Cyclical","581084322.97","665769000","0.11","7755029","","","/mutual-fund/holding-history/10901/1029/"
"Indoco Remedies Ltd","INDOCO","532612","Healthcare","735687204.45","650404000","0.1","2594559","","","/mutual-fund/holding-history/10901/614/"
"Divgi TorqTransfer Systems Ltd","DIVGIITTS","543812","Consumer Cyclical","695435312","642171000","0.1","1152910","","","/mutual-fund/holding-history/10901/1381687/"
"Cyient DLM Ltd","CYIENTDLM","543933","Technology","579770955.45","607846000","0.1","1256139","","","/mutual-fund/holding-history/10901/1513580/"
"IndiaMART InterMESH Ltd","INDIAMART","542726","Communication Services","644919956","604006000","0.1","258952","","","/mutual-fund/holding-history/10901/149049/"
"Sanathan Textiles Ltd","SANATHAN","544314","Consumer Cyclical","550804493","578158000","0.09","1243351","","","/mutual-fund/holding-history/10901/2863354/"
"Gabriel India Ltd","GABRIEL","505714","Consumer Cyclical","528871497.2","571714000","0.09","868141","","","/mutual-fund/holding-history/10901/429/"
"3M India Ltd","3MINDIA","523395","Industrials","528632010","530990000","0.08","18138","","","/mutual-fund/holding-history/10901/10/"
"Aeroflex Industries Ltd","AEROFLEX","543972","Industrials","501847804.8","486253000","0.08","2931354","","","/mutual-fund/holding-history/10901/1617407/"
"Sheela Foam Ltd","SFL","540203","Consumer Cyclical","538056817.2","478006000","0.08","761096","-77834","-9.28","/mutual-fund/holding-history/10901/4957/"
"Jindal Steel & Power Ltd","JINDALSTEL","532286","Basic Materials","461300000","474450000","0.08","500000","500000","New","/mutual-fund/holding-history/10901/677/"
"Bata India Ltd","BATAINDIA","500043","Consumer Cyclical","435312633.6","452127000","0.07","357752","357752","New","/mutual-fund/holding-history/10901/168/"
"Capital Small Finance Bank Ltd","CAPITALSFB","544120","Financial Services","448599954.2","444115000","0.07","1495084","","","/mutual-fund/holding-history/10901/1998221/"
"Afcons Infrastructure Ltd","AFCONS","544280","Industrials","445793355","424615000","0.07","1003700","","","/mutual-fund/holding-history/10901/2734936/"
"P N Gadgil Jewellers Ltd","PNGJL","544256","Consumer Cyclical","450587120","421753000","0.07","768920","128972","20.15","/mutual-fund/holding-history/10901/2618334/"
"Wonderla Holidays Ltd","WONDERLA","538268","Consumer Cyclical","412483498.4","411420000","0.07","625354","","","/mutual-fund/holding-history/10901/1528/"
"R K Swamy Ltd","RKSWAMY","544136","Communication Services","409503715.35","403308000","0.06","2114659","","","/mutual-fund/holding-history/10901/2102499/"
"Rishabh Instruments Ltd","RISHABH","543977","Technology","396610512.5","399506000","0.06","1346725","","","/mutual-fund/holding-history/10901/1650515/"
"Ceigall India Ltd","CEIGALL","544223","Industrials","342722140.8","346312000","0.05","1386080","","","/mutual-fund/holding-history/10901/2484735/"
"Astec Lifesciences Ltd","ASTEC","533138","Basic Materials","368876351.35","309890000","0.05","461009","","","/mutual-fund/holding-history/10901/121/"
"Credo Brands Marketing Ltd","MUFTI","544058","Consumer Cyclical","289020800.09","291582000","0.05","1696231","","","/mutual-fund/holding-history/10901/1839759/"
"Fusion Finance Ltd","FUSION","543652","Financial Services","331501634.64","286204000","0.05","1682664","-1936010","-53.5","/mutual-fund/holding-history/10901/755078/"
"Rolex Rings Ltd","ROLEXRINGS","543325","Industrials","265226637.5","282311000","0.04","176125","","","/mutual-fund/holding-history/10901/612873/"
"Netweb Technologies India Ltd","NETWEB","543945","Technology","229189027.2","251439000","0.04","125776","","","/mutual-fund/holding-history/10901/1544933/"
"Triveni Engineering & Industries Ltd","TRIVENI","532356","Consumer Defensive","204163934.4","216544000","0.03","494224","","","/mutual-fund/holding-history/10901/1419/"
"JNK India Ltd","JNKINDIA","544167","Industrials","203823250","203565000","0.03","574150","","","/mutual-fund/holding-history/10901/2217258/"
"Arvind Fashions Ltd","ARVINDFASN","542484","Consumer Cyclical","198677947.2","184755000","0.03","401248","401248","New","/mutual-fund/holding-history/10901/130968/"
"ICICI Prudential Life Insurance Co Ltd","ICICIPRULI","540133","Financial Services","130637788.75","135475000","0.02","204521","204521","New","/mutual-fund/holding-history/10901/4714/"
